FILIAL;NUMNOTA;SERIE;EMISSAO;CODCLI;CODPROD;QUANT;VLRUNIT;VLRTOTAL;CFOP;COND_PGTO
01;117921;1;04/06/2026;000455;PA00270;4;40,32;161,28;5102;30 DD
01;117922;1;04/06/2026;000069;PA00389;1;33,45;33,45;5102;30 DD
02;507890;1;04/06/2026;000084;PA00400;15;54,81;822,15;6102;28/35/42
02;507891;1;04/06/2026;000169;PA00241;7;32,42;226,94;5102;À VISTA
01;117923;1;04/06/2026;000299;PA00316;1;38,90;38,90;6102;28 DD
02;507892;1;04/06/2026;000005;PA00409;4;27,13;108,52;5102;28/35/42
01;117924;1;04/06/2026;000182;PA00064;20;10,67;213,40;6102;28/35/42
01;117925;1;04/06/2026;000497;PA00231;8;13,69;109,52;5102;30 DD
02;507893;1;04/06/2026;000050;PA00084;5;57,75;288,75;5102;28/35/42
02;507894;1;04/06/2026;000179;PA00411;3;20,69;62,07;6102;28 DD
02;507895;1;04/06/2026;000486;PA00003;16;28,56;456,96;6102;28 DD
01;117926;1;04/06/2026;000244;PA00459;6;12,18;73,08;5102;À VISTA
02;507896;1;04/06/2026;000144;PA00415;21;9,67;203,07;6102;À VISTA
01;117927;1;04/06/2026;960066;PA00304;1;32,75;32,75;6102;28 DD
02;507897;1;04/06/2026;000222;PA00362;10;14,53;145,30;6102;28 DD
01;117928;1;04/06/2026;000399;PA00320;7;47,87;335,09;6102;À VISTA
01;117929;1;04/06/2026;000408;PA00239;11;43,58;479,38;6102;À VISTA
01;117930;1;04/06/2026;000393;PA00561;9;46,20;415,80;6102;30 DD
01;117931;1;04/06/2026;000267;PA00540;6;29,92;179,52;5102;28 DD
01;117932;1;04/06/2026;000250;PA00574;1;43,48;43,48;5102;30 DD
01;117933;1;04/06/2026;000067;PA00595;1;36,86;36,86;5102;30 DD
01;117934;1;04/06/2026;000054;PA00368;4;23,86;95,44;5102;À VISTA
02;507898;1;04/06/2026;000144;PA00266;6;30,52;183,12;6102;28/35/42
01;117935;1;04/06/2026;000002;PA00487;1;24,43;24,43;5102;À VISTA
01;117936;1;04/06/2026;000020;PA00089;4;31,21;124,84;6102;30 DD
02;507899;1;04/06/2026;000165;PA00002;6;41,38;248,28;6102;30 DD
02;507900;1;04/06/2026;000225;PA00079;7;10,08;70,56;5102;30 DD
01;117937;1;04/06/2026;000301;PA00554;1;29,55;29,55;6102;30 DD
02;507901;1;04/06/2026;000359;PA00091;17;49,64;843,88;6102;28 DD
01;117938;1;04/06/2026;000229;PA00136;19;36,52;693,88;6102;28 DD
01;117939;1;04/06/2026;000032;PA00373;2;13,95;27,90;6102;30 DD
01;117940;1;04/06/2026;000026;PA00550;6;28,70;172,20;6102;28/35/42
01;117941;1;04/06/2026;000430;PA00379;3;60,33;180,99;6102;À VISTA
01;117942;1;04/06/2026;000198;PA00242;2;17,28;34,56;6102;28/35/42
01;117943;1;05/06/2026;000346;PA00030;1;43,07;43,07;5102;30 DD
01;117944;1;05/06/2026;000416;PA00576;2;20,44;40,88;6102;À VISTA
01;117945;1;05/06/2026;000368;PA00435;9;21,77;195,93;6102;28/35/42
01;117946;1;05/06/2026;000104;PA00197;2;13,73;27,46;6102;30 DD
01;117947;1;05/06/2026;000489;PA00444;9;13,80;124,20;6102;À VISTA
01;117948;1;05/06/2026;000131;PA00455;1;15,04;15,04;6102;À VISTA
01;117949;1;05/06/2026;000448;PA00362;13;13,80;179,40;6102;30 DD
01;117950;1;05/06/2026;000419;PA00317;4;58,73;234,92;5102;À VISTA
01;117951;1;05/06/2026;000136;PA00126;2;9,54;19,08;6102;30 DD
01;117952;1;05/06/2026;000052;PA00056;3;41,90;125,70;6102;28 DD
02;507902;1;05/06/2026;000500;PA00104;1;20,66;20,66;5102;28 DD
01;117953;1;05/06/2026;000054;PA00387;1;42,66;42,66;6102;À VISTA
01;117954;1;05/06/2026;000301;PA00465;4;22,46;89,84;6102;28 DD
02;507903;1;05/06/2026;000262;PA00598;1;14,60;14,60;6102;30 DD
01;117955;1;05/06/2026;000181;PA00225;12;22,22;266,64;5102;30 DD
02;507904;1;05/06/2026;000055;PA00344;1;42,26;42,26;5102;30 DD
02;507905;1;05/06/2026;000251;PA00567;1;50,36;50,36;5102;30 DD
01;117956;1;05/06/2026;000358;PA00376;1;57,57;57,57;6102;28 DD
01;117957;1;05/06/2026;000498;PA00591;4;22,91;91,64;5102;À VISTA
02;507906;1;05/06/2026;952262;PA00019;2;58,29;116,58;5102;À VISTA
01;117958;1;05/06/2026;000150;PA00258;10;48,16;481,60;5102;28 DD
01;117959;1;05/06/2026;000240;PA00580;2;45,59;91,18;6102;À VISTA
01;117960;1;05/06/2026;000085;PA00167;1;30,53;30,53;6102;28/35/42
01;117961;1;05/06/2026;000151;PA00172;10;22,11;221,10;5102;28 DD
01;117962;1;05/06/2026;000481;PA00339;7;28,74;201,18;5102;30 DD
02;507907;1;05/06/2026;000120;PA00178;13;8,25;107,25;5102;28 DD
01;117963;1;05/06/2026;000061;PA00203;7;23,83;166,81;6102;28 DD
01;117964;1;05/06/2026;000176;PA00515;3;50,72;152,16;5102;30 DD
01;117965;1;05/06/2026;000148;PA00494;4;8,78;35,12;6102;À VISTA
01;117966;1;05/06/2026;000101;PA00442;17;33,40;567,80;6102;30 DD
01;117967;1;05/06/2026;000106;PA00537;11;15,57;171,27;6102;28/35/42
01;117968;1;05/06/2026;000391;PA00425;5;23,93;119,65;6102;28 DD
02;507908;1;05/06/2026;000190;PA00497;4;16,68;66,72;5102;À VISTA
01;117969;1;05/06/2026;000002;PA00077;4;21,02;84,08;5102;À VISTA
02;507909;1;05/06/2026;000435;PA00311;16;79,28;1268,48;6102;30 DD
02;507910;1;05/06/2026;000456;PA00199;7;33,28;232,96;5102;28 DD
02;507911;1;05/06/2026;000040;PA00241;6;32,42;194,52;5102;30 DD
02;507912;1;05/06/2026;000311;PA00432;1;30,74;30,74;6102;28 DD
01;117970;1;05/06/2026;000229;PA00081;3;16,28;48,84;5102;28 DD
01;117971;1;05/06/2026;000076;PA00290;1;41,47;41,47;5102;À VISTA
01;117972;1;05/06/2026;000354;PA00191;10;12,78;127,80;5102;28/35/42
02;507913;1;05/06/2026;000242;PA00302;7;18,62;130,34;6102;28/35/42
01;117973;1;05/06/2026;000212;PA00361;13;42,19;548,47;5102;28/35/42
01;117974;1;05/06/2026;000414;PA00356;1;39,66;39,66;6102;28/35/42
02;507914;1;05/06/2026;000450;PA00114;3;27,27;81,81;6102;À VISTA
01;117975;1;05/06/2026;000042;PA00260;13;60,67;788,71;5102;30 DD
01;117976;1;05/06/2026;000356;PA00318;12;30,15;361,80;6102;30 DD
01;117977;1;05/06/2026;000174;PA00107;13;23,88;310,44;5102;À VISTA
01;117978;1;05/06/2026;000305;PA00122;5;23,24;116,20;6102;30 DD
02;507915;1;05/06/2026;000087;PA00031;12;14,77;177,24;5102;28/35/42
01;117979;1;05/06/2026;000288;PA00175;9;18,19;163,71;6102;28 DD
01;117980;1;05/06/2026;000183;PA00214;28;18,01;504,28;5102;À VISTA
01;117981;1;05/06/2026;000254;PA00216;14;7,16;100,24;5102;30 DD
01;117982;1;05/06/2026;000417;PA00487;5;25,72;128,60;5102;28/35/42
01;117983;1;05/06/2026;000223;PA00538;7;19,33;135,31;5102;À VISTA
02;507916;1;05/06/2026;000011;PA00206;2;15,54;31,08;5102;28/35/42
02;507917;1;05/06/2026;000120;PA00369;13;43,98;571,74;5102;28/35/42
02;507918;1;05/06/2026;000377;PA00462;3;16,80;50,40;6102;À VISTA
02;507919;1;05/06/2026;000279;PA00062;12;22,19;266,28;6102;28 DD
02;507920;1;05/06/2026;000275;PA00154;1;7,49;7,49;5102;28/35/42
02;507921;1;05/06/2026;000199;PA00496;13;6,26;81,38;6102;À VISTA
01;117984;1;05/06/2026;000479;PA00350;2;16,99;33,98;6102;28/35/42
01;117985;1;05/06/2026;000255;PA00557;3;59,18;177,54;6102;30 DD
01;117986;1;05/06/2026;000078;PA00215;2;54,10;108,20;5102;28 DD
02;507922;1;05/06/2026;000466;PA00401;13;16,13;209,69;6102;28 DD
02;507923;1;05/06/2026;000040;PA00084;5;60,96;304,80;6102;À VISTA
02;507924;1;05/06/2026;000466;PA00181;27;21,38;577,26;5102;28/35/42
01;117987;1;05/06/2026;000362;PA00492;16;6,07;97,12;5102;28 DD
01;117988;1;05/06/2026;000489;PA00508;6;20,80;124,80;6102;À VISTA
02;507925;1;05/06/2026;000319;PA00147;2;38,82;77,64;5102;À VISTA
01;117989;1;05/06/2026;000346;PA00141;2;26,23;52,46;6102;30 DD
01;117990;1;05/06/2026;991118;PA00121;19;35,83;680,77;5102;30 DD
01;117991;1;05/06/2026;000035;PA00329;3;38,71;116,13;5102;28 DD
01;117992;1;05/06/2026;000045;PA00088;25;31,48;787,00;5102;28 DD
02;507926;1;05/06/2026;000187;PA00597;13;16,01;208,13;5102;À VISTA
01;117993;1;05/06/2026;000436;PA00042;2;24,61;49,22;5102;30 DD
01;117994;1;05/06/2026;000498;PA00049;2;47,72;95,44;5102;30 DD
01;117995;1;05/06/2026;000211;PA00331;5;39,94;199,70;6102;28 DD
01;117996;1;05/06/2026;000214;PA00567;2;56,29;112,58;6102;30 DD
01;117997;1;05/06/2026;000430;PA00433;4;30,38;121,52;5102;28 DD
01;117998;1;05/06/2026;000399;PA00405;8;17,97;143,76;6102;30 DD
02;507927;1;05/06/2026;000081;PA00514;2;51,81;103,62;6102;28 DD
01;117999;1;05/06/2026;000035;PA00088;10;31,48;314,80;6102;28 DD
01;118000;1;05/06/2026;000002;PA00520;4;54,49;217,96;6102;À VISTA
01;118001;1;05/06/2026;000340;PA00553;2;26,95;53,90;6102;À VISTA
02;507928;1;05/06/2026;960947;PA00165;1;25,13;25,13;6102;À VISTA
01;118002;1;05/06/2026;000117;PA00224;4;57,37;229,48;6102;30 DD
02;507929;1;05/06/2026;000411;PA00083;1;20,32;20,32;6102;À VISTA
02;507930;1;05/06/2026;000311;PA00374;13;13,94;181,22;6102;28/35/42
01;118003;1;06/06/2026;000497;PA00566;7;71,86;503,02;5102;28/35/42
01;118004;1;06/06/2026;000298;PA00262;1;32,96;32,96;5102;À VISTA
01;118005;1;06/06/2026;000080;PA00440;8;21,69;173,52;6102;28 DD
01;118006;1;06/06/2026;000357;PA00327;2;52,28;104,56;5102;28 DD
02;507931;1;06/06/2026;000048;PA00154;6;7,90;47,40;5102;À VISTA
01;118007;1;06/06/2026;000228;PA00245;2;50,17;100,34;6102;28 DD
01;118008;1;06/06/2026;000128;PA00091;26;52,25;1358,50;5102;28/35/42
02;507932;1;06/06/2026;000261;PA00255;2;9,14;18,28;6102;30 DD
01;118009;1;06/06/2026;000013;PA00339;11;28,74;316,14;6102;28/35/42
01;118010;1;06/06/2026;000461;PA00424;1;12,67;12,67;6102;30 DD
02;507933;1;06/06/2026;000383;PA00026;3;32,50;97,50;6102;À VISTA
01;118011;1;06/06/2026;000217;PA00266;6;30,52;183,12;5102;30 DD
01;118012;1;06/06/2026;000330;PA00165;3;22,62;67,86;5102;28 DD
01;118013;1;06/06/2026;000390;PA00024;12;5,53;66,36;6102;30 DD
01;118014;1;06/06/2026;000128;PA00572;15;43,04;645,60;5102;À VISTA
01;118015;1;06/06/2026;000308;PA00465;6;23,71;142,26;5102;30 DD
02;507934;1;06/06/2026;000421;PA00241;16;32,42;518,72;5102;28 DD
01;118016;1;06/06/2026;000448;PA00457;7;26,45;185,15;5102;À VISTA
01;118017;1;06/06/2026;000032;PA00184;4;11,79;47,16;6102;28/35/42
01;118018;1;06/06/2026;000496;PA00329;8;38,71;309,68;6102;28 DD
01;118019;1;06/06/2026;000156;PA00052;3;19,73;59,19;6102;À VISTA
01;118020;1;06/06/2026;000094;PA00337;1;69,89;69,89;6102;28 DD
01;118021;1;06/06/2026;000302;PA00069;3;36,05;108,15;5102;28 DD
01;118022;1;06/06/2026;000132;PA00313;6;26,02;156,12;6102;28 DD
01;118023;1;06/06/2026;000012;PA00484;6;25,59;153,54;6102;28/35/42
01;118024;1;06/06/2026;000236;PA00078;2;10,51;21,02;6102;28/35/42
01;118025;1;06/06/2026;000131;PA00301;1;30,30;30,30;6102;À VISTA
01;118026;1;06/06/2026;000338;PA00557;1;52,96;52,96;5102;28 DD
01;118027;1;06/06/2026;910066;PA00420;6;12,11;72,66;5102;28/35/42
01;118028;1;06/06/2026;000098;PA00278;1;12,39;12,39;6102;28/35/42
01;118029;1;06/06/2026;000206;PA00522;5;17,24;86,20;6102;28 DD
01;118030;1;06/06/2026;000063;PA00208;11;13,77;151,47;6102;À VISTA
02;507935;1;06/06/2026;000011;PA00004;1;27,51;27,51;5102;28/35/42
02;507936;1;06/06/2026;000273;PA00133;3;30,54;91,62;6102;À VISTA
01;118031;1;06/06/2026;000012;PA00067;9;39,08;351,72;6102;28/35/42
02;507937;1;06/06/2026;000292;PA00074;5;43,22;216,10;5102;À VISTA
02;507938;1;06/06/2026;000260;PA00033;1;52,87;52,87;5102;À VISTA
02;507939;1;06/06/2026;000178;PA00137;2;21,15;42,30;6102;28 DD
01;118032;1;06/06/2026;000212;PA00151;11;12,75;140,25;6102;28/35/42
01;118033;1;06/06/2026;000150;PA00130;7;23,07;161,49;6102;30 DD
01;118034;1;06/06/2026;000145;PA00404;16;28,91;462,56;6102;28 DD
01;118035;1;06/06/2026;000053;PA00297;1;53,36;53,36;5102;À VISTA
02;507940;1;06/06/2026;000083;PA00449;3;11,87;35,61;5102;30 DD
01;118036;1;06/06/2026;000158;PA00525;15;71,97;1079,55;6102;À VISTA
01;118037;1;06/06/2026;000380;PA00393;7;34,18;239,26;5102;À VISTA
01;118038;1;06/06/2026;000171;PA00220;1;17,14;17,14;6102;À VISTA
01;118039;1;06/06/2026;000438;PA00153;1;10,46;10,46;5102;28 DD
01;118040;1;06/06/2026;000074;PA00585;31;33,11;1026,41;6102;28/35/42
01;118041;1;06/06/2026;000113;PA00453;1;20,21;20,21;6102;30 DD
01;118042;1;06/06/2026;000390;PA00384;4;39,23;156,92;5102;30 DD
01;118043;1;07/06/2026;000206;PA00033;5;55,65;278,25;5102;30 DD
02;507941;1;07/06/2026;000329;PA00567;7;59,25;414,75;6102;30 DD
01;118044;1;07/06/2026;000131;PA00425;3;20,34;61,02;6102;30 DD
01;118045;1;07/06/2026;000140;PA00518;1;36,52;36,52;6102;28/35/42
01;118046;1;07/06/2026;000327;PA00475;9;27,57;248,13;6102;28 DD
02;507942;1;07/06/2026;000491;PA00231;6;13,69;82,14;6102;28 DD
01;118047;1;07/06/2026;000024;PA00430;5;11,41;57,05;6102;28 DD
01;118048;1;07/06/2026;000448;PA00378;7;28,19;197,33;6102;28/35/42
01;118049;1;07/06/2026;000158;PA00199;2;33,28;66,56;5102;28/35/42
01;118050;1;07/06/2026;000128;PA00006;25;30,38;759,50;5102;28 DD
02;507943;1;07/06/2026;000364;PA00285;11;42,76;470,36;5102;30 DD
01;118051;1;07/06/2026;000496;PA00533;17;30,43;517,31;5102;30 DD
01;118052;1;07/06/2026;000045;PA00497;33;17,56;579,48;6102;À VISTA
01;118053;1;07/06/2026;000497;PA00221;3;39,02;117,06;5102;30 DD
01;118054;1;07/06/2026;000018;PA00354;13;81,63;1061,19;6102;28/35/42
01;118055;1;07/06/2026;000045;PA00438;16;27,97;447,52;5102;À VISTA
02;507944;1;07/06/2026;000466;PA00097;23;13,34;306,82;6102;28 DD
02;507945;1;07/06/2026;000081;PA00140;2;40,53;81,06;6102;30 DD
01;118056;1;07/06/2026;000068;PA00025;4;27,95;111,80;6102;28/35/42
01;118057;1;07/06/2026;000003;PA00245;12;52,81;633,72;6102;28 DD
01;118058;1;07/06/2026;000138;PA00263;5;23,81;119,05;5102;À VISTA
01;118059;1;07/06/2026;000255;PA00086;8;29,04;232,32;6102;28/35/42
01;118060;1;08/06/2026;000277;PA00581;7;12,43;87,01;6102;28 DD
02;507946;1;08/06/2026;000194;PA00464;9;17,45;157,05;5102;28 DD
01;118061;1;08/06/2026;000276;PA00590;12;60,98;731,76;6102;28/35/42
01;118062;1;08/06/2026;000350;PA00352;17;21,32;362,44;6102;30 DD
01;118063;1;08/06/2026;000483;PA00580;11;50,96;560,56;6102;28/35/42
01;118064;1;08/06/2026;000378;PA00130;1;19,61;19,61;6102;À VISTA
01;118065;1;08/06/2026;000062;PA00191;2;12,78;25,56;6102;30 DD
01;118066;1;08/06/2026;000063;PA00544;2;17,74;35,48;6102;À VISTA
01;118067;1;08/06/2026;000465;PA00434;1;27,08;27,08;6102;À VISTA
01;118068;1;08/06/2026;000150;PA00352;16;21,32;341,12;5102;28 DD
01;118069;1;08/06/2026;000298;PA00592;1;55,33;55,33;6102;30 DD
01;118070;1;08/06/2026;000358;PA00586;1;63,33;63,33;6102;28/35/42
01;118071;1;08/06/2026;000372;PA00390;20;72,77;1455,40;6102;30 DD
02;507947;1;08/06/2026;000260;PA00331;2;39,94;79,88;5102;À VISTA
01;118072;1;08/06/2026;000338;PA00363;1;18,82;18,82;6102;28/35/42
02;507948;1;08/06/2026;000110;PA00378;6;29,67;178,02;6102;28/35/42
02;507949;1;08/06/2026;000005;PA00206;8;18,28;146,24;6102;28 DD
01;118073;1;08/06/2026;000188;PA00530;9;66,64;599,76;6102;28/35/42
01;118074;1;08/06/2026;000496;PA00291;8;48,46;387,68;6102;28/35/42
01;118075;1;08/06/2026;000069;PA00269;9;14,04;126,36;6102;30 DD
01;118076;1;08/06/2026;000462;PA00291;2;48,46;96,92;6102;À VISTA
02;507950;1;08/06/2026;000364;PA00155;6;15,80;94,80;6102;28/35/42
01;118077;1;08/06/2026;000366;PA00391;7;26,24;183,68;5102;28 DD
02;507951;1;08/06/2026;000225;PA00475;8;27,57;220,56;6102;30 DD
01;118078;1;08/06/2026;000067;PA00270;2;36,07;72,14;6102;À VISTA
01;118079;1;08/06/2026;000431;PA00477;10;27,67;276,70;5102;30 DD
01;118080;1;08/06/2026;000017;PA00127;6;19,74;118,44;6102;28 DD
01;118081;1;08/06/2026;000431;PA00371;16;57,57;921,12;6102;28/35/42
01;118082;1;08/06/2026;000184;PA00412;4;23,78;95,12;5102;30 DD
01;118083;1;08/06/2026;000272;PA00231;1;13,01;13,01;5102;30 DD
01;118084;1;08/06/2026;000449;PA00113;7;19,14;133,98;6102;28/35/42
01;118085;1;08/06/2026;000045;PA00284;15;35,79;536,85;6102;À VISTA
01;118086;1;08/06/2026;000350;PA00272;25;30,15;753,75;5102;28/35/42
02;507952;1;08/06/2026;000040;PA00095;19;45,82;870,58;5102;À VISTA
02;507953;1;08/06/2026;000311;PA00440;9;21,69;195,21;6102;28 DD
01;118087;1;08/06/2026;000291;PA00576;3;19,37;58,11;6102;À VISTA
01;118088;1;08/06/2026;000497;PA00516;22;70,50;1551,00;6102;28/35/42
01;118089;1;08/06/2026;000073;PA00514;2;49,22;98,44;6102;À VISTA
01;118090;1;08/06/2026;000397;PA00185;9;13,42;120,78;5102;À VISTA
02;507954;1;08/06/2026;000379;PA00130;5;21,92;109,60;5102;À VISTA
01;118091;1;08/06/2026;000431;PA00481;22;18,85;414,70;5102;30 DD
01;118092;1;08/06/2026;000462;PA00266;1;30,52;30,52;5102;30 DD
01;118093;1;08/06/2026;000360;PA00517;5;44,58;222,90;5102;28/35/42
01;118094;1;08/06/2026;000457;PA00185;12;13,42;161,04;5102;28 DD
01;118095;1;08/06/2026;000058;PA00579;4;24,25;97,00;6102;28 DD
02;507955;1;08/06/2026;000486;PA00121;3;35,83;107,49;6102;À VISTA
01;118096;1;08/06/2026;000201;PA00151;1;11,48;11,48;6102;28 DD
01;118097;1;08/06/2026;000449;PA00403;5;26,19;130,95;5102;28 DD
01;118098;1;08/06/2026;000496;PA00138;14;17,47;244,58;6102;À VISTA
02;507956;1;08/06/2026;000049;PA00269;16;14,04;224,64;6102;28/35/42
01;118099;1;08/06/2026;000069;PA00478;15;28,80;432,00;6102;À VISTA
01;118100;1;08/06/2026;000431;PA00335;4;31,93;127,72;5102;28/35/42
01;118101;1;08/06/2026;000419;PA00590;7;67,75;474,25;5102;À VISTA
01;118102;1;08/06/2026;000014;PA00388;4;59,73;238,92;5102;28/35/42
02;507957;1;08/06/2026;000152;PA00276;5;38,18;190,90;6102;28/35/42
02;507958;1;08/06/2026;000185;PA00284;1;35,79;35,79;5102;28 DD
02;507959;1;08/06/2026;000041;PA00029;3;29,33;87,99;6102;28/35/42
01;118103;1;08/06/2026;000498;PA00253;3;9,39;28,17;5102;30 DD
01;118104;1;08/06/2026;000434;PA00057;1;45,26;45,26;6102;28/35/42
01;118105;1;08/06/2026;000176;PA00119;17;29,98;509,66;6102;À VISTA
02;507960;1;08/06/2026;000167;PA00226;2;16,86;33,72;5102;À VISTA
01;118106;1;08/06/2026;000027;PA00555;16;58,49;935,84;5102;28/35/42
02;507961;1;08/06/2026;000120;PA00149;7;17,26;120,82;5102;28 DD
01;118107;1;08/06/2026;000038;PA00295;1;15,31;15,31;6102;30 DD
01;118108;1;08/06/2026;000171;PA00502;1;45,35;45,35;5102;30 DD
02;507962;1;08/06/2026;000420;PA00019;1;55,22;55,22;6102;28 DD
01;118109;1;08/06/2026;000106;PA00061;7;21,81;152,67;5102;28/35/42
01;118110;1;08/06/2026;000236;PA00172;1;23,34;23,34;6102;28 DD
01;118111;1;08/06/2026;000322;PA00293;1;43,44;43,44;5102;28/35/42
02;507963;1;09/06/2026;000328;PA00464;2;15,70;31,40;6102;28/35/42
01;118112;1;09/06/2026;000339;PA00552;2;10,69;21,38;6102;30 DD
02;507964;1;09/06/2026;000423;PA00230;1;27,86;27,86;6102;28 DD
01;118113;1;09/06/2026;000210;PA00430;12;12,68;152,16;6102;28/35/42
02;507965;1;09/06/2026;000033;PA00125;5;8,97;44,85;5102;À VISTA
02;507966;1;09/06/2026;000241;PA00508;11;20,80;228,80;5102;30 DD
01;118114;1;09/06/2026;000181;PA00213;2;7,60;15,20;5102;28/35/42
01;118115;1;09/06/2026;000255;PA00548;2;56,21;112,42;5102;À VISTA
01;118116;1;09/06/2026;000380;PA00147;4;38,82;155,28;6102;28/35/42
01;118117;1;09/06/2026;000284;PA00445;9;24,72;222,48;5102;À VISTA
01;118118;1;09/06/2026;000301;PA00152;1;16,12;16,12;6102;À VISTA
01;118119;1;09/06/2026;000067;PA00259;2;32,33;64,66;5102;À VISTA
01;118120;1;09/06/2026;000447;PA00121;3;34,04;102,12;6102;28 DD
01;118121;1;09/06/2026;000253;PA00377;13;12,73;165,49;6102;28/35/42
01;118122;1;09/06/2026;000293;PA00262;1;31,13;31,13;5102;30 DD
01;118123;1;09/06/2026;000063;PA00508;1;18,72;18,72;5102;28 DD
01;118124;1;09/06/2026;000069;PA00033;1;55,65;55,65;6102;À VISTA
02;507967;1;09/06/2026;000383;PA00551;1;27,09;27,09;6102;28 DD
02;507968;1;09/06/2026;000349;PA00475;3;26,19;78,57;6102;28 DD
01;118125;1;09/06/2026;000353;PA00512;15;8,05;120,75;5102;À VISTA
01;118126;1;09/06/2026;000246;PA00497;7;16,68;116,76;6102;28 DD
01;118127;1;09/06/2026;000039;PA00170;1;36,95;36,95;5102;À VISTA
01;118128;1;09/06/2026;000327;PA00324;3;79,21;237,63;6102;28/35/42
01;118129;1;09/06/2026;000368;PA00555;14;64,99;909,86;6102;28/35/42
02;507969;1;09/06/2026;000004;PA00381;5;23,60;118,00;6102;À VISTA
01;118130;1;09/06/2026;000305;PA00209;25;20,60;515,00;5102;30 DD
01;118131;1;09/06/2026;000288;PA00535;3;43,84;131,52;5102;28 DD
01;118132;1;09/06/2026;000416;PA00259;9;38,04;342,36;6102;28 DD
01;118133;1;09/06/2026;000122;PA00142;2;37,15;74,30;5102;28 DD
01;118134;1;09/06/2026;000481;PA00060;5;9,66;48,30;5102;28/35/42
01;118135;1;09/06/2026;000174;PA00583;7;79,10;553,70;6102;28 DD
02;507970;1;09/06/2026;000387;PA00178;7;8,25;57,75;6102;30 DD
01;118136;1;09/06/2026;000210;PA00037;1;19,44;19,44;6102;À VISTA
01;118137;1;09/06/2026;000419;PA00551;18;30,10;541,80;6102;28/35/42
01;118138;1;09/06/2026;000002;PA00363;1;17,77;17,77;5102;28/35/42
01;118139;1;09/06/2026;000166;PA00277;5;32,18;160,90;6102;À VISTA
01;118140;1;09/06/2026;000101;PA00301;18;30,30;545,40;5102;28 DD
01;118141;1;09/06/2026;000229;PA00584;8;82,08;656,64;5102;28/35/42
02;507971;1;09/06/2026;000251;PA00325;3;27,43;82,29;6102;28 DD
01;118142;1;09/06/2026;977409;PA00494;7;9,24;64,68;5102;30 DD
01;118143;1;09/06/2026;000122;PA00220;4;18,15;72,60;6102;28/35/42
02;507972;1;09/06/2026;000123;PA00440;6;21,69;130,14;5102;À VISTA
01;118144;1;09/06/2026;000091;PA00114;11;34,09;374,99;5102;À VISTA
01;118145;1;09/06/2026;000140;PA00032;1;51,44;51,44;6102;À VISTA
01;118146;1;09/06/2026;968986;PA00055;11;35,06;385,66;6102;28/35/42
01;118147;1;09/06/2026;000393;PA00585;1;28,14;28,14;6102;À VISTA
01;118148;1;09/06/2026;000146;PA00519;9;6,90;62,10;5102;28 DD
01;118149;1;09/06/2026;000074;PA00051;20;50,76;1015,20;6102;À VISTA
01;118150;1;09/06/2026;000453;PA00125;1;7,55;7,55;5102;À VISTA
01;118151;1;09/06/2026;000288;PA00352;4;20,25;81,00;5102;À VISTA
01;118152;1;09/06/2026;000184;PA00115;5;22,23;111,15;6102;30 DD
01;118153;1;09/06/2026;000284;PA00350;34;16,99;577,66;6102;28/35/42
01;118154;1;09/06/2026;000300;PA00275;1;56,23;56,23;5102;À VISTA
01;118155;1;09/06/2026;000389;PA00020;9;55,75;501,75;5102;À VISTA
02;507973;1;09/06/2026;000280;PA00029;1;29,33;29,33;5102;28 DD
01;118156;1;09/06/2026;000315;PA00427;11;7,23;79,53;5102;30 DD
01;118157;1;09/06/2026;000445;PA00371;4;57,57;230,28;6102;28 DD
01;118158;1;09/06/2026;000358;PA00067;11;39,08;429,88;6102;28/35/42
01;118159;1;09/06/2026;000030;PA00052;2;18,63;37,26;6102;28 DD
01;118160;1;09/06/2026;000045;PA00546;14;27,20;380,80;5102;28 DD
01;118161;1;09/06/2026;000101;PA00517;16;46,93;750,88;6102;À VISTA
02;507974;1;09/06/2026;000359;PA00097;9;14,82;133,38;6102;28/35/42
02;507975;1;09/06/2026;000120;PA00427;6;6,51;39,06;6102;30 DD
02;507976;1;09/06/2026;000081;PA00466;6;28,52;171,12;6102;28 DD
01;118162;1;09/06/2026;000045;PA00543;23;11,78;270,94;6102;À VISTA
01;118163;1;09/06/2026;000128;PA00468;40;28,35;1134,00;5102;30 DD
01;118164;1;09/06/2026;000159;PA00203;1;22,64;22,64;6102;28/35/42
02;507977;1;10/06/2026;000406;PA00051;10;48,09;480,90;6102;À VISTA
02;507978;1;10/06/2026;000386;PA00270;23;42,44;976,12;6102;28/35/42
01;118165;1;10/06/2026;000284;PA00297;10;59,29;592,90;5102;28 DD
01;118166;1;10/06/2026;000485;PA00525;4;75,76;303,04;6102;28 DD
02;507979;1;10/06/2026;000466;PA00120;12;37,90;454,80;6102;28/35/42
02;507980;1;10/06/2026;000402;PA00205;10;32,47;324,70;6102;30 DD
02;507981;1;10/06/2026;000195;PA00303;1;52,25;52,25;6102;À VISTA
02;507982;1;10/06/2026;000406;PA00079;6;10,08;60,48;6102;28/35/42
01;118167;1;10/06/2026;000002;PA00420;1;10,29;10,29;6102;30 DD
01;118168;1;10/06/2026;000133;PA00140;6;42,66;255,96;6102;30 DD
01;118169;1;10/06/2026;000488;PA00318;21;33,50;703,50;5102;À VISTA
01;118170;1;10/06/2026;000399;PA00256;5;12,58;62,90;6102;À VISTA
